,Unnamed: 0,Nombre,URL Imagen,URL Imagen Pacto,Distrito,Partido,Pacto,Resumen,Links,Facebook,Instagram,Twitter,Imagen Github,Imagen Partido Github
322,322,Tania Isabel Madriaga Flores,https://quienesson.cl/assets/images/candidatos/1611109702.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 7,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,https://www.facebook.com/taniamadriagaflores,https://www.instagram.com/taniamadriaga/,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Tania Isabel Madriaga Flores.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
323,323,Tania Veronica Cordova Castro,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862157.png,Distrito 7,Renovación Nacional,Vamos Por Chile,Aún Tania Veronica Cordova Castro no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Tania Veronica Cordova Castro.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Renovación Nacional.png
324,324,Tomas Ignacio Lagomarsino Guzman,https://quienesson.cl/assets/images/candidatos/candidato_1610854525.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 7,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,https://quienesson.cl/www.facebook.com/tomylagomarsino,https://quienesson.cl/www.instagram.com/tomylagomarsino,https://quienesson.cl/www.twitter.com/tomylagomarsino,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Tomas Ignacio Lagomarsino Guzman.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
325,325,Wladimir Gonzalo Valenzuela Martinez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 7,Independiente,LISTA INDEPENDIENTE PACTO SOCIAL,Aún Wladimir Gonzalo Valenzuela Martinez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Wladimir Gonzalo Valenzuela Martinez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
326,326,Zunilda Geraldine Chavez Quiroga,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 7,Independiente,LISTA SOCIAL PODER CONSTITUYENTE A TODA COSTA,Aún Zunilda Geraldine Chavez Quiroga no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Zunilda Geraldine Chavez Quiroga.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
327,327,Alejandro Adrian Cantillana Paretti,https://quienesson.cl/assets/images/candidatos/1612912788.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO,Aún Alejandro Adrian Cantillana Paretti no nos entrega información sobre su candidatura.,Estamos actualizando la información,https://www.facebook.com/AlejandroCantillanaConstituyente,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Alejandro Adrian Cantillana Paretti.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
328,328,Andrea Ojeda Miranda,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862157.png,Distrito 8,Renovación Nacional,Vamos Por Chile,Aún Andrea Ojeda Miranda no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Andrea Ojeda Miranda.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Renovación Nacional.png
329,329,Andres Sergio Giordano Salazar,https://quienesson.cl/assets/images/candidatos/1612364638.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Apruebo Dignidad,,Estamos actualizando la información,https://www.facebook.com/andres.giordano.s,https://www.instagram.com/andres.giordano.s/,https://twitter.com/andresgiordanos,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Andres Sergio Giordano Salazar.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
330,330,Arturo Elias Perez Valenzuela,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 8,Partido Unión Patriótica,Partido Unión Patriotica,Aún Arturo Elias Perez Valenzuela no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Arturo Elias Perez Valenzuela.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
331,331,Beatriz Alejandra Bravo Vaca,https://quienesson.cl/assets/images/candidatos/1613067439.jpg,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 8,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,,Estamos actualizando la información,https://www.facebook.com/BeatrizBravoV,https://www.instagram.com/beatrizalejandrabravov,https://twitter.com/Bea_BravoVaca,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Beatriz Alejandra Bravo Vaca.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
332,332,Bernardo De La Maza BaÑados,https://quienesson.cl/assets/images/candidatos/1612202559.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Vamos Por Chile,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Bernardo De La Maza BaÑados.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
333,333,Bessy Mireya Del Gallardo Prado,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Lista del Apruebo,Aún Bessy Mireya Del Gallardo Prado no nos entrega información sobre su candidatura.,Estamos actualizando la información,https://www.facebook.com/people/Bessy-Gallardo-Prado/100003294170980,https://www.instagram.com/bessygprado,https://twitter.com/bessygallardop,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Bessy Mireya Del Gallardo Prado.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
334,334,Camila Paz Caceres Fuentes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860585.png,Distrito 8,Partido Humanista,Partido Humanista,Aún Camila Paz Caceres Fuentes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Camila Paz Caceres Fuentes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Humanista.png
335,335,Carolina Garrido Silva,https://quienesson.cl/assets/images/candidatos/1612367432.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610861824.png,Distrito 8,Partido Socialista de Chile,Lista del Apruebo,,Estamos actualizando la información,https://www.facebook.com/carolina.g.silva.52,https://www.instagram.com/cgarridosilva/,https://twitter.com/carolagarrido,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Carolina Garrido Silva.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Socialista de Chile.png
336,336,Cecilia Valdes Leon,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862344.png,Distrito 8,Democracia Cristiana,Lista del Apruebo,Aún Cecilia Valdes Leon no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cecilia Valdes Leon.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Democracia Cristiana.png
337,337,Cesar Antonio Barrera Fuenzalida,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Lista del Apruebo,Aún Cesar Antonio Barrera Fuenzalida no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cesar Antonio Barrera Fuenzalida.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
338,338,Claudia Carolina Latorre Aravena,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Comunidad Independiente Venseremos,Aún Claudia Carolina Latorre Aravena no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Claudia Carolina Latorre Aravena.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
339,339,Claudia Fuentes Lizama,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 8,Partido Ecologista Verde,Partido Ecologista Verde,Aún Claudia Fuentes Lizama no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Claudia Fuentes Lizama.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
340,340,Claudia Soledad Figueroa Sepulveda,https://quienesson.cl/assets/images/candidatos/1611110497.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,https://www.facebook.com/profile.php?id=100023769362880,https://www.instagram.com/claudiafigueroaconstituyente8/,https://twitter.com/Claudia10928463,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Claudia Soledad Figueroa Sepulveda.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
341,341,Cristobal Fernando Fernandez Aliste,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Comunidad Independiente Venseremos,Aún Cristobal Fernando Fernandez Aliste no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cristobal Fernando Fernandez Aliste.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
342,342,Daniel Rodrigo Stingo Camus,https://quienesson.cl/assets/images/candidatos/1611368345.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Apruebo Dignidad,,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/danielstingo,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Daniel Rodrigo Stingo Camus.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
343,343,Daniel Trujillo Rivas,https://quienesson.cl/assets/images/candidatos/1611110482.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,https://www.facebook.com/DanielTrujilloConstituyente,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Daniel Trujillo Rivas.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
344,344,Daniela Belen Acevedo Verdugo,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 8,Partido Unión Patriótica,Partido Unión Patriotica,Aún Daniela Belen Acevedo Verdugo no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Daniela Belen Acevedo Verdugo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
345,345,Doris Dayanna Gonzalez Lemunao,https://quienesson.cl/assets/images/candidatos/1612913043.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610856958.png,Distrito 8,Comunes,Apruebo Dignidad,Aún Doris Dayanna Gonzalez Lemunao no nos entrega información sobre su candidatura.,Estamos actualizando la información,https://www.facebook.com/dorisdayanna.gonzalezlemunao,Sin instagram,https://twitter.com/doris_gonzalez_,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Doris Dayanna Gonzalez Lemunao.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Comunes.png
346,346,Esteban Andres Quiroz GonzÁlez,https://quienesson.cl/assets/images/candidatos/1614107738.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO,,Estamos actualizando la información,https://www.facebook.com/EstebanQuirozConstituyente,https://www.instagram.com/estebanquirozgonzalez/,https://twitter.com/EstebanQuirozCL,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Esteban Andres Quiroz GonzÁlez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
347,347,Fabian Jose Caballero Vergara,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 8,Partido Unión Patriótica,Partido Unión Patriotica,Aún Fabian Jose Caballero Vergara no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Fabian Jose Caballero Vergara.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
348,348,Francisco Reyes Morande,https://quienesson.cl/assets/images/candidatos/1612201364.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Lista del Apruebo,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/franciscoreyesmor,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Francisco Reyes Morande.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
349,349,Francisco Vladimir Flores Cobo,https://quienesson.cl/assets/images/candidatos/1611711069.jpg,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 8,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Francisco Vladimir Flores Cobo no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,https://www.instagram.com/franciscoflorescobodistrito8/,https://twitter.com/fcoflorescobo,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Francisco Vladimir Flores Cobo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
350,350,Gerardo Antonio Iturra Garcia,https://quienesson.cl/assets/images/candidatos/1611110510.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,https://www.facebook.com/Gerardo-Iturra-Independiente-Distrito-8-103507468364004,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Gerardo Antonio Iturra Garcia.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
351,351,Hector Hernan Orellana Cortes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 8,Partido Ecologista Verde,Partido Ecologista Verde,Aún Hector Hernan Orellana Cortes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Hector Hernan Orellana Cortes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
352,352,Jaime Troncoso Valdes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610861824.png,Distrito 8,Partido Socialista de Chile,Lista del Apruebo,Aún Jaime Troncoso Valdes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Jaime Troncoso Valdes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Socialista de Chile.png
353,353,Javiera Constanza Marquez Basualto,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 8,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Javiera Constanza Marquez Basualto no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Javiera Constanza Marquez Basualto.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
354,354,Jocelyn Duran Huaiquin,https://quienesson.cl/assets/images/candidatos/1613706781.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO,,Estamos actualizando la información,https://www.facebook.com/JocelynDuranH,https://www.instagram.com/jocelyn_kdh/,https://twitter.com/jocelyn_kdh,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Jocelyn Duran Huaiquin.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
355,355,Johanna Esthefanie MuÑoz Pajarito,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 8,Partido Unión Patriótica,Partido Unión Patriotica,Aún Johanna Esthefanie MuÑoz Pajarito no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Johanna Esthefanie MuÑoz Pajarito.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
356,356,Jose Francisco Moreno Guzman,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862189.png,Distrito 8,Unión Demócrata Independiente,Vamos Por Chile,Aún Jose Francisco Moreno Guzman no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Jose Francisco Moreno Guzman.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Unión Demócrata Independiente.png
357,357,Juan Andres Lagos Espinoza,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610859999.png,Distrito 8,Partido Comunista de Chile,Apruebo Dignidad,Aún Juan Andres Lagos Espinoza no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Juan Andres Lagos Espinoza.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Comunista de Chile.png
358,358,Karen Francisca Orellana Sullivan,https://quienesson.cl/assets/images/candidatos/1611110462.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,https://www.facebook.com/karenorellana.constituyente.3,https://www.instagram.com/karenorellanaconstituyente/,https://twitter.com/karen_fos,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Karen Francisca Orellana Sullivan.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
359,359,Katerine Alejandra Medel Bueno,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Vamos Por Chile,Aún Katerine Alejandra Medel Bueno no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Katerine Alejandra Medel Bueno.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
360,360,Leonardo Claudio Cabezas Zuniga,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 8,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Leonardo Claudio Cabezas Zuniga no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Leonardo Claudio Cabezas Zuniga.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
361,361,Macarena Cornejo Fuentes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857332.png,Distrito 8,Evópoli,Vamos Por Chile,Aún Macarena Cornejo Fuentes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Macarena Cornejo Fuentes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Evópoli.png
362,362,Macarena Del Carmen Bravo Rojas,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Vamos Por Chile,Aún Macarena Del Carmen Bravo Rojas no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Macarena Del Carmen Bravo Rojas.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
363,363,Manuel Rodolfo Valencia Chacon,https://quienesson.cl/assets/images/candidatos/1612912888.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO,,Estamos actualizando la información,https://www.facebook.com/Manuel-Valencia-Constituyente-106555594742762,https://www.instagram.com/manuelvalenciaconstituyente/,https://twitter.com/MvalenciachCh,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Manuel Rodolfo Valencia Chacon.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
364,364,Marco Antonio Arellano Ortega,https://quienesson.cl/assets/images/candidatos/1611110555.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Marco Antonio Arellano Ortega.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
365,365,Maria Elizabeth Hernandez Figueroa,https://quienesson.cl/assets/images/candidatos/1611352859.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 8,Partido Ecologista Verde,Partido Ecologista Verde,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/mari_constituyente_ecologista/,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Maria Elizabeth Hernandez Figueroa.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
366,366,Maria Isabel Margarita Martinez Lizama,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 8,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Maria Isabel Margarita Martinez Lizama no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Maria Isabel Margarita Martinez Lizama.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
367,367,Maria Magadalena Rivera Iribarren,https://quienesson.cl/assets/images/candidatos/1611110587.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,https://www.facebook.com/maria.riverairibarren,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Maria Magadalena Rivera Iribarren.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
368,368,Mario Aguilar Arevalo,https://quienesson.cl/assets/images/candidatos/1612364121.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO,,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/AguilarMario,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Mario Aguilar Arevalo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
369,369,Mario Angel Benitez Fernandez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Comunidad Independiente Venseremos,Aún Mario Angel Benitez Fernandez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Mario Angel Benitez Fernandez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
